film_id,title (original),Year of Production,Duration (min),IMDB id
flm0001187,Певцы моря и нашей морской славы,,,
flm0001188,Новости дня № 38 1951 г.,,,
flm0001189,Пионерия № 8 1951 г.,,,
flm0001190,Meet John Doe,1941,122,tt0033891
flm0001191,Новости дня № 40 1951 г.,,,
flm0001192,Pueblerina,1949,105,tt0040715
flm0001193,Новости дня № 41 1951 г.,,,
flm0001194,Новости сельского хозяйства № 7 1951 г.,,,
flm0001195,Советский спорт № 8 1951 г.,,,
flm0001196,Запорожец за Дунаем,1953,95,tt0046565
flm0001197,Trivia,1951,115,tt0283073
flm0001198,Крым,,,
flm0001199,Наука и техника № 9 1951 г.,,,
flm0001200,Новости дня № 42 1951 г.,,,
flm0001201,На арене цирка,1951,120,tt0239690
flm0001202,Новости дня № 43 1951 г.,,,
flm0001203,Skarb,1949,102,tt0041880
flm0001204,Наталка-Полтавка,1936,71,tt0028022
flm0001205,Новости дня № 44 1951 г.,,,
flm0001206,Bai mao nü,1951,111,tt0483468
flm0001207,Zhōngguó rénmín dà tuánjié,,,
flm0001208,Москва голосует за пакт мира,,,
flm0001209,По реке Янцзы,,,
flm0001210,Ханьчжоу - жемчужина Китая,,,
flm0001211,Новости дня № 45 1951 г.,,,
flm0001212,In nome della legge,1949,100,tt0041506
flm0001213,Старинный водевиль,1947,62,tt0039866
flm0001214,Наука и техника № 10 1951 г.,,,
flm0001215,Встреча велосипедистов СССР и Болгарии,,,
flm0001216,Новости дня № 46 1951 г.,,,
flm0001217,Пионерия № 9 1951 г.,,,
flm0001218,Becsület és dicsöség,1951,110,tt0043323
flm0001219,На стройках Москвы,,,
flm0001220,Свет в Коорди,1951,93,tt0447516
flm0001221,Первенство Советского Союза по конному спорту,,,
flm0001222,Новости дня № 48 1951 г.,,,
flm0001223,Советский спорт № 9 1951 г.,,,
flm0001224,Пионерия № 10 1951 г.,,,
flm0001225,Наука и техника № 11 1951 г.,,,
flm0001226,Новости дня № 49 1951 г.,,,
flm0001227,На первенство Союза по баскетболу,,,
flm0001228,Советские китобои,,,
flm0001229,Цветной киносборник № 33 1951 г.,,,
flm0001230,Molti sogni per le strade,1948,84,tt0040602
flm0001231,Новости дня № 51 1951 г.,,,
flm0001232,Большой концерт,1951,108,tt0043351
flm0001233,Новости дня № 52 1951 г.,,,
flm0001234,Советский Узбекистан,,,
flm0001235,Советский спорт № 10 1951 г.,,,
flm0001236,Новости дня № 53 1951 г.,,,
flm0001237,Der Tiger Akbar,1951,122,tt0143940
flm0001238,Мастера узбекского танца,,,
flm0001239,Новости дня № 54 1951 г.,,,
flm0001240,Цветной киносборник мультфильмов № 33 1951 г.,,,
flm0001241,Chinnamul,1951,117,tt0042329
flm0001242,Новости дня № 55 1951 г.,,,
flm0001243,34-й Октябрь,,,
flm0001244,Новости дня № 56 1951 г.,,,
flm0001245,So nyun bbal jjin san,1951,97,tt0149946
flm0001246,Наука и техника № 12 1951 г.,,,
flm0001247,На кубок СССР по футболу 1951 г.,,,
flm0001248,Тарас Шевченко,1951,118,tt0044107
flm0001249,Советский Таджикистан,,,
flm0001250,Новости дня № 57 1951 г.,,,
flm0001251,Советский спорт № 11 1951 г.,,,
flm0001252,Новости дня № 58 1951 г.,,,
flm0001253,Пионерия № 11 1951 г.,,,
flm0001254,...Sans laisser d'adresse,1951,90,tt0042923
flm0001255,Новости дня № 59 1951 г.,,,
flm0001256,Советская Молдавия,,,
flm0001257,Новости дня № 60 1952 г.,,,
flm0001258,Die letzte Heuer,1951,90,tt0235542
flm0001259,Дело мира победит,,,
flm0001260,Советский спорт № 12 1952 г.,,,
flm0001261,Пионерия № 12 1952 г.,,,
flm0001262,Zugverkehr unregelmäßig,1951,82,tt0235101
flm0001263,Вселенная,,,
flm0001264,Новости дня № 1 1952 г.,,,
flm0001265,Новости дня № 2 1952 г.,,,
flm0001266,Сельский врач,1952,113,tt0044018
flm0001267,Новости дня № 3 1952 г.,,,
flm0001268,В аллеях парка,1952,7,tt19890520
flm0001269,Viata învinge,1951,87,tt0141956
flm0001270,Цветной киносборник мультфильмов № 33 1952 г.,,,
flm0001271,Новости дня № 4 1952 г.,,,
flm0001272,Новости сельского хозяйства № 1 1952 г.,,,
flm0001273,Новости сельского хозяйства № 2 1952 г.,,,
flm0001274,Кировцы,,,
flm0001275,По Неману,,,
flm0001276,Stalowe serca,1948,69,tt0040833
flm0001277,The Mikado,1939,90,tt0031650
flm0001278,Сильва,1944,78,tt0037278
flm0001279,Новости дня № 5 1952 г.,,,
flm0001280,Новости сельского хозяйства № 11 1952 г.,,,
flm0001281,По берегам верхней Волги,1952,,tt0239814
flm0001282,Новости сельского хозяйска № 2 1952 г.,,,
flm0001283,Новости дня № 6 1952 г.,,,
flm0001284,Nèiméng rénmín de shènglì,1951,120,tt13726934
flm0001285,На озере Рица,,,
flm0001286,Tarzan the Ape Man,1932,100,tt0023551
flm0001287,Советский спорт № 1 1952 г.,,,
flm0001288,Пионерия № 1 1952 г.,,,
flm0001289,Новости дня № 7 1952 г.,,,
flm0001290,Gyarmat a föld alatt,1951,93,tt0043610
flm0001291,Советская Бурят-Монголия,,,
flm0001292,Советский спорт № 2 1952 г.,,,
flm0001293,Новости дня № 8 1952 г.,,,
flm0001294,Пржевальский,1952,115,tt0043939
flm0001295,Зимняя охота,,,
flm0001296,Наука и техника № 1 1952 г.,,,
flm0001297,О маленьких детях,,,
flm0001298,Новости дня № 9 1952 г.,,,
flm0001299,Соревнования сильнейших горнолыжников,,,
flm0001300,На высокогорном катке,,,
flm0001301,Монгольская народная республика,,,
flm0001302,Н. В. Гоголь,1950,,tt0172845
flm0001303,Ночь перед рождеством,1951,49,tt1550321
flm0001304,Сорочинская ярмарка,1939,87,tt0195292
flm0001305,Новости дня № 10 1952 г.,,,
flm0001306,Наука и техника № 2 1952 г.,,,
flm0001307,Мы за мир,1951,90,tt0044636
flm0001308,Tarzan Escapes,1936,89,tt0028345
flm0001309,Новости дня № 11 1952 г.,,,
flm0001310,Пионерия № 2 1952 г.,,,
flm0001311,Наука и техника № 3 1952 г.,,,
flm0001312,Новости дня № 12 1952 г.,,,
flm0001313,In sat la noi,1951,66,tt0044227
flm0001314,Déryné,1951,111,tt0043492
flm0001315,"Katharina, die Letzte",1936,89,tt0026560
flm0001316,На вахте мира,,,
flm0001317,Новости дня № 13 1952 г.,,,
flm0001318,Советская Грузия,,,
flm0001319,Новости дня № 14 1952 г.,,,
flm0001320,Пионерия № 3 1952 г.,,,
flm0001321,Der Untertan,1951,109,tt0044170
flm0001322,Малый театр и его мастера,,,
flm0001323,Новости дня № 15 1952 г.,,,
flm0001324,Советский спорт № 3 1952 г.,,,
flm0001325,Новости дня № 16 1952 г.,,,
flm0001326,150-летие со дня рождения Виктора Гюго,,,
flm0001327,Наука и техника № 4 1952 г.,,,
flm0001328,Canzoni per le strade,1950,88,tt0041226
flm0001329,Divá Bára,1949,79,tt0167898
flm0001330,Новости дня № 17 1952 г.,,,
flm0001331,Новости дня № 18 1952 г.,,,
flm0001332,Maytime,1937,132,tt0029222
flm0001333,Юные спортсмены,,,
flm0001334,Песня молодости,1951,,tt0237561
flm0001335,Зарубежные гости в СССР,,,
flm0001336,Спортивный праздник молодежи,1951,48,tt0445847
flm0001337,Незабываемый 1919 год,1951,107,tt0044964
flm0001338,Новости дня № 20 1952 г.,,,
flm0001339,Международное соревнование боксеров,,,
flm0001340,Tarzan Finds a Son!,1939,82,tt0032007
flm0001341,В лесах южной Киргизии,,,
flm0001342,Конники Кубани,,,
flm0001343,Нефтяники Каспия,,,
flm0001344,Новости дня № 21 1952 г.,,,
flm0001345,Новости дня № 22 1952 г.,,,
flm0001346,Новости дня № 23 1952 г.,,,
flm0001347,500-летие со дня рождения Леонардо да Винчи,,,
flm0001348,На всякого мудреца довольно простоты 1 серия,1952,170,tt0044949
flm0001349,На всякого мудреца довольно простоты 2 серия,1952,170,tt0044949
flm0001350,Tüzkeresztség,1952,99,tt0044160
flm0001351,Новости дня № 24 1952 г.,,,
flm0001352,Первые крылья,,,
flm0001353,Mlodosc Chopina,1952,98,tt0044911
flm0001354,За счастье детей,,,
flm0001355,Новости дня № 25 1952 г.,,,
flm0001356,Пионерия № 5 1952 г.,,,
flm0001357,"Детский киносборник № 34 ""Друзья товарищи"" 1952 г.",,,
flm0001358,Nyugati övezet,1927,,tt0017597
flm0001359,Новости дня № 26 1952 г.,,,
flm0001360,Библиотека имени В.И.Ленина,,,
flm0001361,Библиотека имени В.И. Ленина,,,
flm0001362,Советский спорт № 5 1952 г.,,,
flm0001363,Цветной киносборник № 34 1952 г.,,,
flm0001364,Москва - Симферополь,,,
flm0001365,Новости дня № 27 1952 г.,,,
flm0001366,Международное экономическое совещание,,,
flm0001367,Живой труп 1 серия,1952,,tt0045350
flm0001368,Живой труп 2 серия,1952,,tt0045350
flm0001369,Открытие футбольного сезона в Москве,,,
flm0001370,Новости дня № 28 1952 г.,,,
flm0001371,Колхоз Рассвет,1951,,tt0176894
flm0001372,Новости сельского хозяйства № 5 1952 г.,,,
flm0001373,От Арала до Каспия,,,
flm0001374,Советский спорт № 6 1952 г.,,,
flm0001375,Новости дня № 29 1952 г.,,,
flm0001376,По Индии,,,
flm0001377,Украденное счастье,1952,101,tt0045273
flm0001378,Первенство Европы по баскетболу,,,
flm0001379,Пионерия № 6 1952 г.,,,
flm0001380,Новости дня № 30 1952 г.,,,
flm0001381,Первое мая 1952 года,,,
flm0001382,Мордовская АССР,1951,,tt0171541
flm0001383,Civil a pályán,1952,102,tt0043415
flm0001384,Новости дня № 31 1952 г.,,,
flm0001385,Наука и техника № 7 1952 г.,,,
flm0001386,Пионерия № 7 1952 г.,,,
flm0001387,Богдан Хмельницкий (на укр. яз.),1941,114,tt0033422
flm0001388,Das verurteilte Dorf,1952,107,tt0045290
flm0001389,Новости дня № 32 1952 г.,,,
flm0001390,В керженских лесах,,,
flm0001391,Спорт на Украине,,,
flm0001392,Товарищеские встречи советских и болгарских футболистов,,,
flm0001393,Виктор Васнецов,,,
flm0001394,Новости дня № 33 1952 г.,,,
flm0001395,Международная встреча велосипедистов,,,
flm0001396,Советский спорт № 7 1952 г.,,,
flm0001397,Новости дня № 34 1952 г.,,,
flm0001398,Пахта-Ой,1952,,tt12819310
flm0001399,Akce B,1952,90,tt0168452
flm0001400,Новости дня № 35 1952 г.,,,
flm0001401,Under the Red Robe,1937,80,tt0029712
flm0001402,Велогонки Москва-Харьков-Москва,,,
flm0001403,Учитель танцев 1 серия,1952,146,tt0314811
flm0001404,Учитель танцев 2 серия,1952,146,tt0314811
flm0001405,Открытие Волго-донского судоходного канала имени В. И. Ленина,,,
flm0001406,Новости дня № 36 1952 г.,,,
flm0001407,Новости дня № 37 1952 г.,,,
flm0001408,Новости дня № 38 1952 г.,,,
flm0001409,Повесть об охоте,,,
flm0001410,Новости дня № 39 1952 г.,,,
flm0001411,Выставка в Бомбее,,,
flm0001412,Пионерия № 9 1952 г.,,,
flm0001413,Адыгейская автономная область,1951,,tt0175428
flm0001414,Навстречу жизни,1952,81,tt0044956
flm0001415,"Правда - хорошо, а счастье лучше",1952,138,tt0239829
flm0001416,Новости дня № 40 1952 г.,,,
flm0001417,Пионерия № 10 1952 г.,,,
flm0001418,Советский спорт № 8 1952 г.,,,
flm0001419,Художник Василий Верещагин,,,
flm0001420,Новости дня № 41 1952 г.,,,
flm0001421,Min zhu qing nian jin xing qu,1951,100,tt0347543
flm0001422,Советская Кабарда,,,
flm0001423,Наука и техника № 9 1952 г.,,,
flm0001424,Всесоюзная художественная выставка 1951 г.,,,
flm0001425,Utro nad rodinata,1951,82,tt0234958
flm0001426,Новости дня № 42 1952 г.,,,
flm0001427,Новости сельского хозяйства № 8 1952 г.,,,
flm0001428,Ruusu ja kulkuri,1948,91,tt0134071
flm0001429,Концерт мастеров искусств,1952,83,tt0044805
flm0001430,Новости дня № 44 1952 г.,,,
flm0001431,Композитор Глинка,1952,100,tt0044804
flm0001432,Дом авиации,,,
flm0001433,Новости дня № 45 1952 г.,,,
flm0001434,На дне 1 серия,1952,152,tt0044948
flm0001435,На дне 2 серия,1952,152,tt0044948
flm0001436,Разлом 1 серия,1952,153,tt0239883
flm0001437,Аленький цветочек,1952,42,tt0949326
flm0001438,Соревнования на первенство мира по волейболу,,,
flm0001439,Новости дня № 46 1952 г.,,,
flm0001440,Разлом 2 серия,1952,153,tt0239883
flm0001441,Prélude à la gloire,1950,95,tt0142782
flm0001442,Новости дня № 48 1952 г.,,,
flm0001443,Новости дня № 49 1952 г.,,,
flm0001444,"Майская ночь, или утопленница",1952,61,tt0046056
flm0001445,Новости дня № 50 1952 г.,,,
flm0001446,Волго-Дон,,,
flm0001447,Концерт мастеров украинского искусства,1952,78,tt0044806
flm0001448,Коми АССР,,,
flm0001449,Советский спорт № 10 1952 г.,,,
flm0001450,Новости дня № 51 1952 г.,,,
flm0001451,Фестиваль научно-популярных хроникально-документальных фильмов,,,
flm0001452,Ревизор,1952,132,tt0045084
flm0001453,35-ый Октябрь,,,
flm0001454,Новости дня № 53 1952 г.,,,
flm0001455,Новости дня № 54 1952 г.,,,
flm0001456,Наука и техника № 11 1952 г.,,,
flm0001457,Липецк,,,
flm0001458,Песни молодости,1951,,tt0237561
flm0001459,Новости дня № 55 1952 г.,,,
flm0001460,И. П. Павлов,,,
flm0001461,Самгори,,,
flm0001462,Урал,,,
flm0001463,Советский спорт № 11 1952 г.,,,
flm0001464,На воздушных путях,,,
flm0001465,Кемери,,,
flm0001466,По берегам нижней Волги,1952,,tt0239812
flm0001467,Сокровищница культуры,,,
flm0001468,В степях Украины,1952,,tt0173400
flm0001469,Новости сельского хозяйства № 9 1952 г.,,,
flm0001470,Enrico Caruso - Leggenda di una voce,1951,77,tt0043505
flm0001471,Пионерия № 14 1952 г.,,,
flm0001472,Новости дня № 57 1952 г.,,,
flm0001473,Забота родины,,,
flm0001474,На ледяной дорожке,,,
flm0001475,Живопись Маковского,,,
flm0001476,Новости дня № 56 1952 г.,,,
flm0001477,По Алтаю,,,
flm0001478,Павлинка,1952,,tt0177098
flm0001479,Голос миролюбивого советского народа,,,
flm0001480,Новости дня № 58 1952 г.,,,
flm0001481,Олень и волк,1950,10,tt6053002
flm0001482,Охотничье ружье,1948,10,tt6071046
flm0001483,Новости сельского хозяйства № 9 1951 г.,,,
flm0001484,Новости сельского хозяйства № 12 1951 г.,,,
flm0001485,Новости дня № 59 1952 г.,,,
flm0001486,Наука и техника № 12 1952 г.,,,
flm0001487,Мультфильмы,,,
flm0001488,Наука и техника № 6 1952 г.,,,
flm0001489,Наука и техника №10 1950 г.,,,
flm0001490,Наука и техника №1 1951 г.,,,
flm0001491,Наука и техника №10 1951 г.,,,
flm0001492,Наука и техника №6 1952 г.,,,
flm0001493,Наука и техника №7 1952 г.,,,
flm0001494,Наука и техника №11 1952 г.,,,
flm0001495,Во льдах океана,1953,65,tt0045998
flm0001496,Новости дня № 59 1953 г.,,,
flm0001497,Наука и техника № 12 1953 г.,,,
flm0001498,Советский спорт № 12 1953 г.,,,
flm0001499,Пионерское лето,,,
flm0001500,Каштанка,1952,30,tt2964476
flm0001501,Новости дня № 58 1953 г.,,,
flm0001502,Садко,1953,79,tt0046264
flm0001503,Новости дня № 60 1953 г.,,,
flm0001504,Командное первенство СССР по боксу,,,
flm0001505,Пионерия № 15 1953 г.,,,
flm0001506,Наука и техника № 1 1953 г.,,,
flm0001507,Новости дня № 1 1953 г.,,,
flm0001508,Первенство Советского Союза по легкой атлетике,,,
flm0001509,Новости дня № 2 1953 г.,,,
flm0001510,Pierwsze dni,1952,101,tt0045032
flm0001511,Слон и муравей,1948,11,tt6344820
flm0001512,Когда зажигаются елки,1950,20,tt0211466
flm0001513,Международная ярмарка в Лейпциге,,,
flm0001514,Цветные мультипликации,,,
flm0001515,Sein großer Sieg,1952,88,tt0045134
flm0001516,Оборона Царицына 2 серия,1951,93,tt4577512
flm0001517,Новости дня № 3 1953 г.,,,
flm0001518,Erkel,1952,126,tt0044595
flm0001519,Новости дня № 4 1953 г.,,,
flm0001520,В Заилийском Ала-Тау,,,
flm0001521,Советский спорт № 1 1953 г.,,,
flm0001522,Будущие мореходы,,,
flm0001523,Наука и техника № 2 1953 г.,,,
flm0001524,Новости дня № 5 1953 г.,,,
flm0001525,Молодые моряки,,,
flm0001526,Русский хрусталь,,,
flm0001527,Нефтяники Башкирии,,,
flm0001528,Планеристы,,,
flm0001529,Мастера спортивной гимнастики,,,
flm0001530,Международные соревнования конькобежцев,,,
flm0001531,Мультипликации,,,
flm0001532,Новости дня № 6 1953 г.,,,
flm0001533,Максимка,1953,67,tt0044891
flm0001534,Албания,1953,,tt0211910
flm0001535,Молот,,,
flm0001536,Ren min de zhan shi,1951,91,tt13358428
flm0001537,Новости дня № 7 1953 г.,,,
flm0001538,Пионерия № 1 1953 г.,,,
flm0001539,Новости сельского хозяйства № 10 1953 г.,,,
flm0001540,Горячее сердце 1 серия,1953,179,tt0045833
flm0001541,Сражающийся Вьетнам,,,
flm0001542,Новости дня № 8 1953 г.,,,
flm0001543,Новости сельского хозяйства № 11 1953 г.,,,
flm0001544,Горячее сердце 2 серия,1953,179,tt0045833
flm0001545,Captain Blood,1935,119,tt0026174
flm0001546,Новости дня № 9 1953 г.,,,
flm0001547,Новости сельского хозяйства № 12 1953 г.,,,
flm0001548,В Никитском ботаническом саду,,,
flm0001549,Любовь Яровая 1 серия,1953,155,tt0046019
flm0001550,Любовь Яровая 2 серия,1953,155,tt0046019
flm0001551,Новости дня № 11 1953 г.,,,
flm0001552,Возвращение Василия Бортникова,1953,102,tt0045301
flm0001553,Мастера фигурного катания,,,
flm0001554,Встреча друзей,,,
flm0001555,Неразлучные друзья,1953,78,tt0046682
flm0001556,Твои книжки,1953,21,tt0175262
flm0001557,Голос народов мира,,,
flm0001558,Снегурочка,1952,67,tt0045160
flm0001559,Весна в Москве,1953,108,tt0171886
flm0001560,На Памире,,,
flm0001561,Mitrea Cocor,1952,110,tt0044910
flm0001562,The Adventures of Robin Hood,1938,102,tt0029843
flm0001563,Нахлебник,1953,100,tt0046119
flm0001564,Советские конькобежцы - чемпионы мира,,,
flm0001565,Советский спорт № 3 1953 г.,,,
flm0001566,Zítra se bude tancit vsude,1952,120,tt0295760
flm0001567,В мире пчел,,,
flm0001568,Новости дня № 17 1953 г.,,,
flm0001569,Únos,1953,113,tt0045280
flm0001570,По Иртышу,,,
flm0001571,У подножья Машука,,,
flm0001572,Адмирал Ушаков,1953,108,tt0045473
flm0001573,Новости дня № 18 1953 г.,,,
flm0001574,Новости дня № 19 1953 г.,,,
flm0001575,Спортсмены Грузии,,,
flm0001576,Беловежская пуща,,,
flm0001577,Наука и техника № 3 1953 г.,,,
flm0001578,Советский спорт № 4 1953 г.,,,
flm0001579,Пионерия № 4 1955 г.,,,
flm0001580,Кто первый,1950,10,tt6118508
flm0001581,Первый урок,1948,10,tt6016586
flm0001582,Новости дня № 20 1953 г.,,,
flm0001583,Лес 1 серия,1953,170,tt0045994
flm0001584,Лес 2 серия,1953,170,tt0045994
flm0001585,Císaruv pekar - Pekaruv císar,1952,110,tt0043411
flm0001586,По Хабаровскому краю,,,
flm0001587,Vihar,1952,115,tt0044193
flm0001588,Новости дня № 21 1953 г.,,,
flm0001589,Новости дня № 22 1953 г.,,,
flm0001590,Lúdas Matyi,1950,101,tt0041608
flm0001591,Новости дня № 23 1953 г.,,,
flm0001592,Спорт и здоровье,,,
flm0001593,Джамбул,1952,85,tt0044576
flm0001594,Новости дня № 24 1953 г.,,,
flm0001595,Новости дня № 25 1953 г.,,,
flm0001596,Ruy Blas,1948,93,tt0039792
flm0001597,Новости дня № 26 1953 г.,,,
flm0001598,Веселые путешественники,,,
flm0001599,Чук и Гек,1953,47,tt0045627
flm0001600,Счастливое детство,1953,,tt0239952
flm0001601,Случай на зимовке,,,
flm0001602,Покорители вершин,1952,89,tt0264929
flm0001603,Белинский,1953,102,tt0043329
flm0001604,Кето и Котэ,1948,89,tt0045957
flm0001605,Новости дня № 27 1953 г.,,,
flm0001606,Советский спорт № 5 1953 г.,,,
flm0001607,Пионерия № 5 1953 г.,,,
flm0001608,Земляника,,,
flm0001609,Новости дня № 28 1953 г.,,,
flm0001610,Советские женщины,,,
flm0001611,Наука и техника № 6 1953 г.,,,
flm0001612,Поют жаворонки,1953,78,tt5229498
flm0001613,Новости дня № 29 1953 г.,,,
flm0001614,У самого синего моря,1936,71,tt0028436
flm0001615,Állami áruház,1953,96,tt0045355
flm0001616,Новости дня № 30 1953 г.,,,
flm0001617,Наука и техника № 7 1953 г.,,,
flm0001618,Новости сельского хозяйства № 5 1953 г.,,,
flm0001619,Die Regimentstochter,1953,100,tt0359892
flm0001620,Новости дня № 31 1953 г.,,,
flm0001621,Киносборник мультипликаций,,,
flm0001622,Новости дня № 32 1953 г.,,,
flm0001623,Советский спорт № 6 1953 г.,,,
flm0001624,Новости дня № 33 1953 г.,,,
flm0001625,Новости сельского хозяйства № 6 1953 г.,,,
flm0001626,Механик Иван Кулибин,,,
flm0001627,Пионерия № 6 1953 г.,,,
flm0001628,На первенство Европы по баскетболу 1953 г.,,,
flm0001629,Новости сельского хозяйства № 7 1953 г.,,,
flm0001630,Друзья-товарищи,1951,20,tt6371972
flm0001631,Военно-грузинская дорога,,,
flm0001632,Лазурный берег,,,
flm0001633,Варвары,1953,179,tt0045542
flm0001634,Праздник св. Йоргена,1930,83,tt0021268
flm0001635,Метод Василия Колесова,,,
flm0001636,Цветик-семицветик,1948,20,tt2487736
flm0001637,Иван Николаевич Крамской,,,
flm0001638,Валидуб,1952,20,tt4076306
flm0001639,Новости дня № 34 1953 г.,,,
flm0001640,Новости дня № 35 1953 г.,,,
flm0001641,Желтый аист,1950,11,tt0146357
flm0001642,Полкан и шавка,1948,9,tt3790434
flm0001643,Коломенское,,,
flm0001644,На побережье ледовитого океана,,,
flm0001645,Лесные путешественники,1951,20,tt3246414
flm0001646,Северная Двина,,,
flm0001647,По Каме реке,,,
flm0001648,Делегации дружбы и мира,,,
flm0001649,Dovolená s Andelem,1953,76,tt0238949
flm0001650,Озеро Рица,,,
flm0001651,Новости дня № 36 1953 г.,,,
flm0001652,Варвары 2 серия,1953,179,tt0045542
flm0001653,Карпаты,,,
flm0001654,Павлиний хвост,1946,10,tt1794902
flm0001655,Сердце храбреца,1951,19,tt6970136
flm0001656,Крашеный лис,1953,11,tt6114970
flm0001657,Арена смелых,1953,76,tt0045516
flm0001658,Наука и техника № 8 1953 г.,,,
flm0001659,Новости дня № 37 1953 г.,,,
flm0001660,Художник Перов,,,
flm0001661,Валентин Серов,,,
flm0001662,Артек,,,
flm0001663,Софиевка,,,
flm0001664,Уманский государственный заповедник,,,
flm0001665,Варвары 1 серия,1953,179,tt0045542
flm0001666,Pod igoto,1952,118,tt0234484
flm0001667,По дорогам трех республик,,,
flm0001668,Советский спорт № 7 1953 г.,,,
flm0001669,Пионерия № 7 1953 г.,,,
flm0001670,У озера Имандра,,,
flm0001671,Новости дня № 38 1953 г.,,,
flm0001672,Ils étaient cinq,1951,89,tt0157793
flm0001673,Новости дня № 39 1953 г.,,,
flm0001674,Новости дня № 40 1953 г.,,,
flm0001675,Канин-Полуостров,,,
flm0001676,Новые цветные мультипликации,,,
flm0001677,Товарищеские встречи советских и шведских футболистов,,,
flm0001678,Товарищеские состязания футболистов Москвы и Чехословакии,,,
flm0001679,Пионерия № 8 1953 г.,,,
flm0001680,Римский-Корсаков,1953,88,tt0045089
flm0001681,На юге Китая,,,
flm0001682,Новости дня № 41 1953 г.,,,
flm0001683,Новости дня № 42 1953 г.,,,
flm0001684,Советский спорт № 8 1953 г.,,,
flm0001685,La chartreuse de Parme,1948,170,tt0040223
flm0001686,Лев Толстой,1954,,tt0047168
flm0001687,Новости дня № 43 1953 г.,,,
flm0001688,Новости дня № 44 1953 г.,,,
flm0001689,Три товарища,1935,77,tt0129455
flm0001690,Anna proletárka,1953,140,tt0149675
flm0001691,Над Неманом рассвет,1953,86,tt11574112
flm0001692,Новости дня № 46 1953 г.,,,
flm0001693,Звезда,1953,88,tt0195307
flm0001694,Sequoia,1934,71,tt0025763
flm0001695,Fury,1936,92,tt0027652
flm0001696,Новости дня № 47 1953 г.,,,
flm0001697,Новости дня № 48 1953 г.,,,
flm0001698,Новости дня № 49 1953 г.,,,
flm0001699,Корабли штурмуют бастионы,1953,94,tt0045973
flm0001700,На водных просторах,,,
flm0001701,Пионерия № 9 1953 г.,,,
flm0001702,Состязания футболистов СССР - Индия,,,
flm0001703,Новости дня № 50 1953 г.,,,
flm0001704,Советский спорт № 9 1953 г.,,,
flm0001705,Новости сельского хозяйства № 9 1953 г.,,,
flm0001706,Новости сельского хозяйства № 8 1953 г.,,,
flm0001707,Пионерия № 4 1953 г.,,,
flm0001708,Творцы новой жизни,,,
flm0001709,Новости дня № 45 1953 г.,,,
flm0001710,Black Legion,1937,83,tt0027367
flm0001711,Финская молодежь в СССР,,,
flm0001712,Новости дня № 51 1953 г.,,,
flm0001713,Haskovy povidky ze stareho mocnarstvi,1952,89,tt0044691
flm0001714,Серебристая пыль,1953,102,tt0169216
flm0001715,Мастера фарфора,,,
flm0001716,Новости дня № 52 1953 г.,,,
flm0001717,Озеро Селигер,,,
flm0001718,Наука и техника № 9 1953 г.,,,
flm0001719,Шелководство в СССР,,,
flm0001720,Наука и техника № 10 1953 г.,,,
flm0001721,Гусь-Хрустальный,,,
flm0001722,Художник Павлов,,,
flm0001723,В Домбайской долине,,,
flm0001724,Новости дня № 53 1953 г.,,,
flm0001725,Художник Поленов,,,
flm0001726,Колхоз высоких урожаев,,,
flm0001727,Новости дня № 54 1953 г.,,,
flm0001728,Новости дня № 55 1953 г.,,,
flm0001729,Живой пример,,,
flm0001730,Песни родной стороны,,,
flm0001731,Алеша Птицын вырабатывает характер,1953,73,tt0312346
flm0001732,Застава в горах,1953,99,tt0212630
flm0001733,Новости дня № 56 1953 г.,,,
flm0001734,Встреча футболистов СССР - Румыния,,,
flm0001735,Международные встречи футболистов СССР - Австрия,,,
flm0001736,Советский спорт № 10 1953 г.,,,
flm0001737,Пионерия № 10 1953 г.,,,
flm0001738,Новости дня № 57 1953 г.,,,
flm0001739,The Sea Hawk,1940,127,tt0033028
flm0001740,Васса Железнова,1953,110,tt0046494
flm0001741,Franz Schubert,1953,110,tt0193175
flm0001742,Состязания футболистов СССР - Венгрия,,,
flm0001743,Финские футболисты в СССР,,,
flm0001744,Китайская выставка в Москве,,,
flm0001745,Наука и техника № 11 1953 г.,,,
flm0001746,Das Herz einer Frau,1951,95,tt0196611
flm0001747,Советские лыжники,,,
flm0001748,На окраинах Москвы,,,
flm0001749,Новости дня № 61 1953 г.,,,
flm0001750,Живая вода,,,
flm0001751,В центре Азии,,,
flm0001752,Советский спорт № 11 1953 г.,,,
flm0001753,Новости дня № 62 1953 г.,,,
flm0001754,Свадьба с приданым,1953,105,tt0212541
flm0001755,Пионерия № 11 1953 г.,,,
flm0001756,Новости дня № 63 1953 г.,,,
flm0001757,Беззаконие,1954,14,tt4164348
flm0001758,Завтрак у предводителя,1953,,tt0046566
flm0001759,Тарапунька и Штепсель под облаками,,,
flm0001760,Ifjú szívvel,1953,111,tt0172583
flm0001761,Слуга двух господ,1953,108,tt0240001
flm0001762,На полях Подмосковья,,,
flm0001763,Новые культуры,,,
flm0001764,Новости дня № 64 1953 г.,,,
flm0001765,Новые культуры на полях Подмосковья,,,
flm0001766,Соревнования горнолыжников,,,
flm0001767,Non c'è pace tra gli ulivi,1950,107,tt0042794
flm0001768,Новости дня № 65 1953 г.,,,
flm0001769,Повесть о нефтяниках Каспия,1954,52,tt0046836
flm0001770,Сеанс гипноза,,,
